Name,Nation,Team,Position,Age,Born,Matches,Starts,Minutes,90s,G+A,non_penalty_goals,penalty_goals,yellow_cards,red_cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,per90_Gls,per90_Ast,per90_G+A,per90_G-PK,per90_G+A-PK,per90_xG,per90_xAG,per90_xG+xAG,per90_npxG,per90_npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKSV,PKm,PK_Save%,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att(GK),Thr,Launch%,Pass_AvgLen,GK_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,xG_Shooting,npxG_Shooting,npxG/Sh,G-xG,np:G-xG,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Sw,Pass_Crs,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Str,Pass_Cmp_Outcome,Pass_Off,Pass_Blocks,SCA,SCA90,SCA_type_PassLive,SCA_type_PassDead,SCA_type_TO,SCA_type_Sh,SCA_type_Fld,SCA_type_Def,GCA,GCA90,GCA_type_PassLive,GCA_type_PassDead,GCA_type_TO,GCA_type_Sh,GCA_type_Fld,GCA_type_Def,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches,Def_Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,PKwon,PKcon,Recov,Won,Lost,Won%,GK_Save%,Minutes_num
Álex Moreno,es ESP,Nott'ham Forest,"DF,MF",31,1993,15,11,955,10.6,1,0,0,2,0,0.2,0.2,1.3,1.4,26,34,34,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.13,0.02,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,0,0.0,0.57,0.00,0.00,N/A,23.7,0,0.2,0.2,0.03,-0.2,-0.2,308,428,72.0,1470,864,184,210,87.6,95,148,64.2,14,40,35.0,1,1.1,-0.3,8,16,9,2,338,86,1,3,1,19,85,0,0,0,0,308,4,10,16,1.51,15,1,0,0,0,0,2,0.19,2,0,0,0,0,0,25,18,210,202,158,15,39,38.5,24,11,5,6,15,40,43,0,559,60,8,559,8,38.1,8,38.1,229,4,13,6,N/A,64,27.9,79,3,4,23,12,1.40,11,16,-5,-0.47,-0.25,10.8,13.6,-2.9,-0.27,2,0,0,12,6,0,19,15,0,0,50,3,11,21.4,,955.0
Sam Morsy,eg EGY,Ipswich Town,MF,32,1991,33,31,"2,751",30.6,2,1,0,10,0,0.4,0.4,1.2,1.6,22,120,13,0.03,0.03,0.07,0.03,0.07,0.01,0.04,0.05,0.01,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,13,3,23.1,0.43,0.10,0.08,0.33,27.2,0,0.4,0.4,0.03,+0.6,+0.6,1249,1445,86.4,4649,2101,637,686,92.9,502,546,91.9,79,139,56.8,1,1.5,-0.2,24,24,17,4,1388,50,49,2,5,15,0,0,0,0,0,1249,7,22,51,1.67,46,4,0,0,1,0,2,0.07,2,0,0,0,0,0,68,41,498,953,248,27,62,43.5,35,34,13,21,29,97,47,5,1683,97,6,1683,17,58.6,9,31.0,852,3,17,13,N/A,83,80.4,88,23,2,16,2,0.64,28,67,-39,-1.28,+0.44,28.3,56.5,-28.2,-0.92,10,0,0,48,27,0,15,29,0,1,157,18,24,42.9,,2751.0
Yerson Mosquera,co COL,Wolves,DF,23,2001,5,5,441,4.9,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,0,0.0,0.41,0.00,0.00,N/A,12.4,0,0.3,0.3,0.17,-0.3,-0.3,205,240,85.4,683,322,66,73,90.4,115,123,93.5,22,35,62.9,0,0.0,-0.1,2,1,1,1,230,9,4,0,1,2,0,0,0,0,0,205,1,3,5,1.02,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,7,170,115,12,9,14,64.3,5,13,10,3,10,21,14,0,294,43,7,294,0,N/A,0,N/A,168,0,4,1,N/A,88,12.9,88,4,0,N/A,0,0.20,5,12,-7,-1.43,+0.18,4.9,6.0,-1.1,-0.22,2,0,0,6,7,1,2,10,0,0,24,11,6,64.7,,441.0
Mason Mount,eng ENG,Manchester Utd,MF,25,1999,17,8,622,6.9,1,1,0,3,0,3.2,3.2,0.6,3.8,15,33,41,0.14,0.00,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,20,9,45.0,2.89,1.30,0.05,0.11,15.0,0,3.2,3.2,0.17,-2.2,-2.2,207,253,81.8,1067,490,120,138,87.0,58,71,81.7,13,18,72.2,0,0.6,-0.6,8,11,8,2,238,15,8,2,2,13,3,4,3,1,0,207,0,8,22,3.18,15,3,0,3,1,0,0,0.00,0,0,0,0,0,0,15,5,45,161,137,9,12,75.0,3,11,1,10,4,19,4,0,339,11,31,339,1,10.0,8,80.0,215,2,16,9,N/A,37,18.2,53,0,9,22,3,0.88,2,11,-9,-1.30,+0.34,9.8,8.1,+1.7,+0.25,3,0,0,16,9,1,13,4,0,0,18,4,8,33.3,,622.0
Mykhailo Mudryk,ua UKR,Chelsea,FW,23,2001,7,1,151,1.7,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.00,0.00,0.00,0.00,0.00,0.15,0.58,0.73,0.15,0.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1,100.0,0.60,0.60,0.00,0.00,11.6,0,0.3,0.3,0.25,-0.3,-0.3,28,42,66.7,468,227,17,24,70.8,10,15,66.7,1,2,50.0,0,0.5,-1.0,2,8,2,1,40,2,0,1,0,7,0,2,0,0,0,28,0,1,6,3.60,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,2,2,12,15,38,0,0,N/A,0,3,1,2,0,2,1,0,62,3,6,62,3,37.5,5,62.5,39,0,3,7,N/A,22,4.4,45,0,6,18,5,1.86,4,2,+2,+1.19,-0.99,3.0,3.7,-0.7,-0.41,0,0,0,2,2,1,7,0,0,0,9,2,4,33.3,,151.0
Marshall Munetsi,zw ZIM,Wolves,"MF,FW",28,1996,14,12,"1,078",12.0,3,2,0,0,0,3.3,3.3,1.8,5.1,9,10,35,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,22,7,31.8,1.84,0.58,0.09,0.29,15.0,0,3.3,3.3,0.15,-1.3,-1.3,152,212,71.7,580,215,95,122,77.9,43,57,75.4,3,6,50.0,1,1.1,-0.8,9,4,3,2,205,7,0,1,0,10,1,0,0,0,0,152,0,5,21,1.75,16,0,0,2,2,1,1,0.08,1,0,0,0,0,0,24,10,58,182,128,13,23,56.5,10,14,1,13,6,30,18,0,364,21,36,364,3,27.3,7,63.6,148,4,32,12,N/A,77,31.5,84,9,2,35,0,1.64,18,11,+7,+0.58,+0.74,16.1,14.6,+1.5,+0.13,0,0,0,19,10,3,10,6,0,0,35,29,23,55.8,,1078.0
Rodrigo Muniz,br BRA,Fulham,FW,23,2001,31,8,964,10.7,9,8,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,5.8,5.8,0.15,+2.2,+2.2,92,142,64.8,651,187,46,68,67.6,31,45,68.9,11,13,84.6,1,0.2,+0.3,7,4,3,0,135,6,1,3,2,1,0,0,0,0,0,92,1,4,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0,10,5,27,161,127,4,4,100.0,0,9,2,7,5,15,14,0,311,14,55,311,6,33.3,9,50.0,157,3,47,24,N/A,31,28.2,72,0,23,17,1,1.55,25,17,+8,+0.75,+0.15,16.9,15.2,+1.6,+0.15,1,0,0,11,31,3,1,5,0,0,14,67,63,51.5,,964.0
Daniel Muñoz,co COL,Crystal Palace,DF,28,1996,37,37,"3,228",35.9,9,4,0,10,0,4.9,4.9,5.5,10.5,62,97,206,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,4.9,4.9,0.13,-0.9,-0.9,1129,1492,75.7,4046,1797,645,753,85.7,414,538,77.0,48,108,44.4,5,3.6,-0.5,46,40,35,15,1182,304,27,2,2,74,275,2,0,0,0,1129,6,39,85,2.37,69,2,2,6,1,5,11,0.31,9,0,1,1,0,0,123,80,568,826,637,55,97,56.7,42,40,6,34,44,167,108,1,2010,119,107,2010,21,37.5,33,58.9,806,18,55,20,N/A,87,94.4,87,33,0,N/A,0,1.43,48,46,+2,+0.06,+0.46,57.1,45.5,+11.6,+0.32,10,0,0,56,19,15,74,44,0,0,171,58,78,42.6,,3228.0
Arijanet Muric,xk KVX,Ipswich Town,GK,25,1998,18,18,"1,620",18.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,1.83,100,67,70.0,2,6,10,1,5.6,0,3,0,0,N/A,0,2,0,31.4,0.29,-1.6,-0.09,76,0,33.2,534,94,75.5,30.3,54.6,249,39,15.7,20,1.11,12.2,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,454,633,71.7,2088,1178,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0,0,0,0,485,143,49,0,3,0,0,0,0,0,0,454,5,0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,672,18,0,0,2,0.0,2,0,0,0,0,0,10,5,689,559,0,689,0,N/A,0,N/A,405,0,3,1,N/A,90,47.4,90,18,0,N/A,8,0.67,17,33,-16,-0.89,+0.05,17.5,35.2,-17.7,-0.98,1,0,0,0,4,0,0,0,0,0,26,11,1,91.7,0.0,1620.0
Murillo,br BRA,Nott'ham Forest,DF,22,2002,36,36,"3,188",35.4,2,2,0,6,0,1.4,1.4,1.2,2.6,22,115,5,0.06,0.00,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,3,N/A,0,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,25,6,24.0,0.71,0.17,0.08,0.33,21.9,0,1.4,1.4,0.06,+0.6,+0.6,1138,1450,78.5,4254,2531,420,466,90.1,535,609,87.8,161,327,49.2,0,1.1,-1.2,13,25,13,1,1271,166,113,8,22,14,3,0,0,0,0,1138,13,6,44,1.24,30,7,0,4,1,2,2,0.06,1,1,0,0,0,0,53,36,989,840,105,27,46,58.7,19,69,45,24,36,89,249,3,1918,421,24,1918,27,73.0,10,27.0,821,1,19,10,N/A,89,93.2,89,33,0,N/A,0,1.69,50,44,+6,+0.17,-0.79,41.2,46.3,-5.1,-0.14,6,0,0,27,6,0,14,36,0,1,142,44,22,66.7,,3188.0
Jacob Murphy,eng ENG,Newcastle Utd,FW,29,1995,35,31,"2,360",26.2,20,8,0,4,0,5.7,5.7,8.9,14.6,79,83,231,0.31,0.46,0.76,0.31,0.76,0.22,0.34,0.56,0.22,0.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,43,15,34.9,1.64,0.57,0.19,0.53,18.2,0,5.7,5.7,0.13,+2.3,+2.3,688,1004,68.5,4416,2339,411,484,84.9,218,320,68.1,43,109,39.4,12,6.2,+3.1,42,40,41,15,943,53,5,5,6,120,32,16,1,0,0,688,8,51,82,3.13,65,5,4,3,3,2,15,0.57,14,0,0,0,1,0,28,19,188,474,622,20,44,45.5,24,31,0,31,13,41,35,1,1271,27,92,1271,35,50.7,31,44.9,733,27,32,37,N/A,67,69.0,72,6,4,30,2,1.69,54,31,+23,+0.88,+1.06,48.9,27.7,+21.2,+0.81,4,0,0,11,15,3,120,13,1,0,98,5,16,23.8,,2360.0
Vitaliy Mykolenko,ua UKR,Everton,DF,25,1999,35,35,"3,082",34.2,3,1,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,14,1,7.1,0.41,0.03,0.07,1.00,20.6,0,0.5,0.5,0.04,+0.5,+0.5,986,1322,74.6,2825,1506,510,571,89.3,369,500,73.8,87,193,45.1,2,2.2,-0.6,24,28,40,24,1060,259,13,2,3,101,246,0,0,0,0,986,3,23,43,1.26,40,0,1,2,0,0,4,0.12,3,0,0,1,0,0,63,38,525,713,452,29,56,51.8,27,25,10,15,44,107,145,2,1678,125,32,1678,8,40.0,9,45.0,697,1,23,11,N/A,88,90.1,88,33,0,N/A,0,1.29,38,39,-1,-0.03,+0.49,37.6,40.0,-2.4,-0.07,4,0,0,22,34,3,101,44,0,1,88,47,37,56.0,,3082.0
Iliman Ndiaye,sn SEN,Everton,FW,24,2000,33,29,"2,430",27.0,9,7,2,3,0,6.2,4.7,1.9,6.5,86,59,122,0.33,0.00,0.33,0.26,0.26,0.23,0.07,0.30,0.17,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,35,15,42.9,1.30,0.56,0.20,0.47,17.1,2,6.2,4.7,0.13,+2.8,+2.3,602,736,81.8,4800,2367,349,402,86.8,200,230,87.0,38,55,69.1,0,1.4,-1.9,18,44,14,5,709,25,5,2,2,38,5,10,4,0,2,602,2,22,65,2.41,49,0,9,1,6,0,8,0.30,5,0,2,0,1,0,53,28,219,451,464,22,49,44.9,27,30,5,25,20,73,24,1,1084,36,83,1082,68,47.6,64,44.8,621,32,55,44,N/A,74,71.1,80,14,4,29,0,1.24,32,24,+8,+0.30,+0.28,28.2,29.2,-1.0,-0.04,3,0,0,24,52,5,38,20,0,0,172,6,19,24.0,,2430.0
Wilfred Ndidi,ng NGA,Leicester City,MF,27,1996,28,28,"2,324",25.8,5,0,0,8,0,2.0,2.0,1.9,3.9,18,70,75,0.00,0.19,0.19,0.00,0.19,0.08,0.07,0.15,0.08,0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,22,8,36.4,0.85,0.31,0.00,0.00,13.9,0,2.0,2.0,0.09,-2.0,-2.0,839,1045,80.3,2727,1101,463,530,87.4,282,343,82.2,39,73,53.4,5,1.5,+3.1,17,23,11,3,1020,22,13,4,4,30,9,0,0,0,0,839,3,26,31,1.20,29,0,1,1,0,0,4,0.15,4,0,0,0,0,0,85,51,461,699,253,30,61,49.2,31,47,19,28,31,116,80,0,1400,119,61,1400,13,39.4,18,54.5,670,2,37,33,N/A,83,68.0,83,15,0,N/A,0,0.79,24,48,-24,-0.93,-0.12,20.7,48.3,-27.7,-1.07,8,0,0,39,18,3,30,31,0,0,127,61,59,50.8,,2324.0
Kosta Nedeljković,rs SRB,Aston Villa,DF,18,2005,5,0,126,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,47,53,88.7,101,33,22,23,95.7,21,25,84.0,4,5,80.0,0,0.0,0.0,0,0,0,0,41,12,1,0,0,1,11,0,0,0,0,47,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,15,32,19,2,3,66.7,1,1,0,1,0,7,3,0,66,4,0,66,1,50.0,1,50.0,27,0,1,0,N/A,25,3.7,N/A,0,5,25,11,1.20,0,4,-4,-2.86,-0.30,1.9,2.1,-0.2,-0.13,0,0,0,0,1,0,1,0,0,0,4,0,1,0.0,,126.0
Reiss Nelson,eng ENG,Fulham,FW,24,1999,11,5,487,5.4,2,1,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,1.1,1.1,0.09,-0.1,-0.1,232,268,86.6,1956,960,136,147,92.5,77,91,84.6,12,19,63.2,1,1.0,0.0,13,25,15,3,261,6,0,2,2,23,1,5,3,1,0,232,1,2,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,8,6,30,110,212,5,13,38.5,8,11,0,11,5,13,2,0,347,5,35,347,13,37.1,13,37.1,259,21,14,8,N/A,44,14.2,73,0,6,21,0,1.64,5,9,-4,-0.74,+0.25,7.6,6.2,+1.4,+0.26,1,0,0,6,9,1,23,5,0,0,29,0,4,0.0,,487.0
Neto,br BRA,Bournemouth,GK,35,1989,2,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1.00,13,11,84.6,0,2,0,0,0.0,0,0,0,0,N/A,0,0,0,4.3,0.35,+2.3,+1.17,9,0,33.3,46,7,46.7,36.8,38.9,30,2,6.7,3,1.50,12.6,0,0,0,N/A,0.00,0.00,N/A,N/A,N/A,0,0.0,0.0,N/A,0.0,0.0,40,62,64.5,148,99,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0,0,0,0,42,19,4,0,0,0,0,0,0,0,0,40,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,70,0,0,0,0,N/A,0,0,0,0,0,0,1,1,70,60,0,70,0,N/A,0,N/A,35,0,0,0,N/A,90,5.3,90,2,0,N/A,0,1.00,2,2,0,0.00,-0.16,3.5,2.9,+0.5,+0.25,0,0,0,0,2,0,0,0,0,0,3,0,0,N/A,,180.0
Pedro Neto,pt POR,Chelsea,FW,24,2000,35,24,"2,269",25.2,10,4,0,8,0,3.5,3.5,6.7,10.2,126,60,253,0.16,0.24,0.40,0.16,0.40,0.14,0.27,0.40,0.14,0.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,59,17,28.8,2.34,0.67,0.07,0.24,18.2,0,3.5,3.5,0.06,+0.5,+0.5,702,895,78.4,6336,3342,347,373,93.0,267,326,81.9,60,127,47.2,6,4.8,-0.7,46,57,37,23,807,86,14,0,5,149,13,56,16,15,5,702,2,26,90,3.57,64,9,6,7,4,0,9,0.36,5,1,2,1,0,0,23,9,100,336,735,9,21,42.9,12,14,2,12,9,32,6,0,1153,13,116,1153,34,32.7,46,44.2,746,45,45,30,N/A,65,66.3,82,15,11,27,1,1.71,40,25,+15,+0.59,-0.32,39.2,28.2,+10.9,+0.43,8,0,0,21,33,3,149,9,0,0,81,11,30,26.8,,2269.0
Eddie Nketiah,eng ENG,Crystal Palace,"FW,MF",25,1999,29,9,"1,034",11.5,4,3,0,6,1,5.8,5.8,1.7,7.4,41,19,79,0.26,0.09,0.35,0.26,0.35,0.50,0.15,0.65,0.50,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,43,16,37.2,3.74,1.39,0.07,0.19,13.8,0,5.8,5.8,0.13,-2.8,-2.8,179,241,74.3,1713,878,95,120,79.2,60,75,80.0,14,20,70.0,1,0.9,-0.7,13,25,5,0,229,12,0,2,0,5,1,0,0,0,0,179,0,12,31,2.69,20,0,3,3,5,0,3,0.26,2,0,0,0,1,0,15,8,47,176,198,7,13,53.8,6,10,1,9,3,18,12,0,412,11,67,412,11,35.5,16,51.6,246,14,34,17,N/A,36,30.2,77,2,20,17,2,1.52,15,17,-2,-0.17,+0.28,19.5,13.8,+5.6,+0.49,6,1,1,31,29,5,5,3,1,0,26,21,38,35.6,,1034.0
